Time (sec), Heater 1, Heater 2, Temperature 1, Temperature 2
1.201301105022430420e+02,4.120747012549884403e+01,0.000000000000000000e+00,4.281000000000000227e+01,2.164000000000000057e+01
1.231319863796234131e+02,4.120747012549884403e+01,0.000000000000000000e+00,4.342000000000000171e+01,2.180000000000000071e+01
1.261315903663635254e+02,4.120747012549884403e+01,0.000000000000000000e+00,4.403999999999999915e+01,2.189999999999999858e+01
1.291334750652313232e+02,4.120747012549884403e+01,0.000000000000000000e+00,4.442000000000000171e+01,2.198999999999999844e+01
1.321332108974456787e+02,4.120747012549884403e+01,0.000000000000000000e+00,4.488000000000000256e+01,2.205999999999999872e+01
1.351334352493286133e+02,4.120747012549884403e+01,0.000000000000000000e+00,4.510000000000000142e+01,2.225000000000000000e+01
1.381350154876708984e+02,4.120747012549884403e+01,0.000000000000000000e+00,4.532999999999999829e+01,2.237999999999999901e+01
1.411371848583221436e+02,4.120747012549884403e+01,0.000000000000000000e+00,4.549000000000000199e+01,2.244999999999999929e+01
1.441390476226806641e+02,4.120747012549884403e+01,0.000000000000000000e+00,4.557999999999999829e+01,2.253999999999999915e+01
1.471409296989440918e+02,4.120747012549884403e+01,0.000000000000000000e+00,4.575000000000000000e+01,2.276999999999999957e+01
1.501438906192779541e+02,4.120747012549884403e+01,7.575012375670617359e+01,4.581000000000000227e+01,2.273999999999999844e+01
1.531457588672637939e+02,4.120747012549884403e+01,7.575012375670617359e+01,4.596999999999999886e+01,2.312000000000000099e+01
1.561487119197845459e+02,4.120747012549884403e+01,7.575012375670617359e+01,4.590999999999999659e+01,2.337999999999999901e+01
1.591505944728851318e+02,4.120747012549884403e+01,7.575012375670617359e+01,4.593999999999999773e+01,2.348000000000000043e+01
1.621497282981872559e+02,4.120747012549884403e+01,7.575012375670617359e+01,4.603999999999999915e+01,2.373000000000000043e+01
1.651518015861511230e+02,4.120747012549884403e+01,7.575012375670617359e+01,4.596999999999999886e+01,2.385999999999999943e+01
1.681534850597381592e+02,4.120747012549884403e+01,7.575012375670617359e+01,4.596999999999999886e+01,2.435000000000000142e+01
1.711553614139556885e+02,4.120747012549884403e+01,7.575012375670617359e+01,4.593999999999999773e+01,2.460000000000000142e+01
1.741565778255462646e+02,4.120747012549884403e+01,7.575012375670617359e+01,4.586999999999999744e+01,2.467000000000000171e+01
1.771591436862945557e+02,4.120747012549884403e+01,7.575012375670617359e+01,4.590999999999999659e+01,2.541000000000000014e+01
1.801610000133514404e+02,9.204524655708877390e+01,7.575012375670617359e+01,4.581000000000000227e+01,2.564000000000000057e+01
1.831628780364990234e+02,9.204524655708877390e+01,7.575012375670617359e+01,4.575000000000000000e+01,2.612000000000000099e+01
1.861642024517059326e+02,9.204524655708877390e+01,7.575012375670617359e+01,4.575000000000000000e+01,2.633999999999999986e+01
1.891671800613403320e+02,9.204524655708877390e+01,7.575012375670617359e+01,4.586999999999999744e+01,2.667000000000000171e+01
1.921658725738525391e+02,9.204524655708877390e+01,7.575012375670617359e+01,4.590999999999999659e+01,2.692000000000000171e+01
1.951677474975585938e+02,9.204524655708877390e+01,7.575012375670617359e+01,4.613000000000000256e+01,2.712000000000000099e+01
1.981696176528930664e+02,9.204524655708877390e+01,7.575012375670617359e+01,4.635999999999999943e+01,2.762999999999999901e+01
2.011715028285980225e+02,9.204524655708877390e+01,7.575012375670617359e+01,4.652000000000000313e+01,2.773000000000000043e+01
2.041733772754669189e+02,9.204524655708877390e+01,7.575012375670617359e+01,4.674000000000000199e+01,2.801999999999999957e+01
2.071752467155456543e+02,9.204524655708877390e+01,7.575012375670617359e+01,4.713000000000000256e+01,2.844000000000000128e+01
2.101771376132965088e+02,9.204524655708877390e+01,4.884034757599011556e+01,4.732000000000000028e+01,2.862999999999999901e+01
2.131790173053741455e+02,9.204524655708877390e+01,4.884034757599011556e+01,4.760999999999999943e+01,2.889000000000000057e+01
2.161791772842407227e+02,9.204524655708877390e+01,4.884034757599011556e+01,4.793999999999999773e+01,2.925000000000000000e+01
2.191810603141784668e+02,9.204524655708877390e+01,4.884034757599011556e+01,4.818999999999999773e+01,2.928000000000000114e+01
2.221806299686431885e+02,9.204524655708877390e+01,4.884034757599011556e+01,4.852000000000000313e+01,2.937000000000000099e+01
2.251811568737030029e+02,9.204524655708877390e+01,4.884034757599011556e+01,4.884000000000000341e+01,2.973000000000000043e+01
2.281830370426177979e+02,9.204524655708877390e+01,4.884034757599011556e+01,4.922999999999999687e+01,2.957000000000000028e+01
2.311849186420440674e+02,9.204524655708877390e+01,4.884034757599011556e+01,4.964000000000000057e+01,3.021000000000000085e+01
2.341864988803863525e+02,9.204524655708877390e+01,4.884034757599011556e+01,4.984000000000000341e+01,3.023999999999999844e+01
2.371886696815490723e+02,9.204524655708877390e+01,4.884034757599011556e+01,5.015999999999999659e+01,3.037000000000000099e+01
2.401905417442321777e+02,2.964614748418154022e+01,4.884034757599011556e+01,5.045000000000000284e+01,3.053000000000000114e+01
2.431924116611480713e+02,2.964614748418154022e+01,4.884034757599011556e+01,5.071000000000000085e+01,3.073000000000000043e+01
2.461942861080169678e+02,2.964614748418154022e+01,4.884034757599011556e+01,5.096999999999999886e+01,3.107999999999999829e+01
2.491961600780487061e+02,2.964614748418154022e+01,4.884034757599011556e+01,5.118999999999999773e+01,3.121000000000000085e+01
2.521972057819366455e+02,2.964614748418154022e+01,4.884034757599011556e+01,5.125999999999999801e+01,3.133999999999999986e+01
2.551990821361541748e+02,2.964614748418154022e+01,4.884034757599011556e+01,5.132000000000000028e+01,3.133999999999999986e+01
2.582010879516601562e+02,2.964614748418154022e+01,4.884034757599011556e+01,5.121999999999999886e+01,3.176000000000000156e+01
2.612028303146362305e+02,2.964614748418154022e+01,4.884034757599011556e+01,5.118999999999999773e+01,3.178999999999999915e+01
2.642058243751525879e+02,2.964614748418154022e+01,4.884034757599011556e+01,5.115999999999999659e+01,3.198000000000000043e+01
2.672088382244110107e+02,2.964614748418154022e+01,4.884034757599011556e+01,5.092999999999999972e+01,3.217999999999999972e+01
2.702100951671600342e+02,2.964614748418154022e+01,7.680762646990247333e+01,5.084000000000000341e+01,3.227000000000000313e+01
2.732119739055633545e+02,2.964614748418154022e+01,7.680762646990247333e+01,5.071000000000000085e+01,3.250000000000000000e+01
2.762118873596191406e+02,2.964614748418154022e+01,7.680762646990247333e+01,5.050999999999999801e+01,3.285000000000000142e+01
2.792137625217437744e+02,2.964614748418154022e+01,7.680762646990247333e+01,5.045000000000000284e+01,3.321000000000000085e+01
2.822156302928924561e+02,2.964614748418154022e+01,7.680762646990247333e+01,5.021999999999999886e+01,3.346999999999999886e+01
2.852175278663635254e+02,2.964614748418154022e+01,7.680762646990247333e+01,5.010000000000000142e+01,3.363000000000000256e+01
2.882193872928619385e+02,2.964614748418154022e+01,7.680762646990247333e+01,4.986999999999999744e+01,3.371999999999999886e+01
2.912212615013122559e+02,2.964614748418154022e+01,7.680762646990247333e+01,4.964000000000000057e+01,3.414000000000000057e+01
2.942231492996215820e+02,2.964614748418154022e+01,7.680762646990247333e+01,4.947999999999999687e+01,3.389000000000000057e+01
2.972250161170959473e+02,2.964614748418154022e+01,7.680762646990247333e+01,4.925999999999999801e+01,3.459000000000000341e+01
3.002246615886688232e+02,9.642251728863541871e+01,7.680762646990247333e+01,4.910000000000000142e+01,3.488000000000000256e+01
3.032266786098480225e+02,9.642251728863541871e+01,7.680762646990247333e+01,4.889999999999999858e+01,3.510999999999999943e+01
3.062267541885375977e+02,9.642251728863541871e+01,7.680762646990247333e+01,4.877000000000000313e+01,3.521000000000000085e+01
3.092286365032196045e+02,9.642251728863541871e+01,7.680762646990247333e+01,4.860999999999999943e+01,3.559000000000000341e+01
3.122283751964569092e+02,9.642251728863541871e+01,7.680762646990247333e+01,4.867999999999999972e+01,3.571999999999999886e+01
3.152302286624908447e+02,9.642251728863541871e+01,7.680762646990247333e+01,4.877000000000000313e+01,3.595000000000000284e+01
3.182321107387542725e+02,9.642251728863541871e+01,7.680762646990247333e+01,4.900000000000000000e+01,3.621000000000000085e+01
3.212339777946472168e+02,9.642251728863541871e+01,7.680762646990247333e+01,4.915999999999999659e+01,3.646000000000000085e+01
3.242358598709106445e+02,9.642251728863541871e+01,7.680762646990247333e+01,4.935000000000000142e+01,3.642999999999999972e+01
3.272377841472625732e+02,9.642251728863541871e+01,7.680762646990247333e+01,4.957999999999999829e+01,3.642999999999999972e+01
3.302395977973937988e+02,9.642251728863541871e+01,5.262206053945966744e+01,4.989999999999999858e+01,3.682000000000000028e+01
3.332415025234222412e+02,9.642251728863541871e+01,5.262206053945966744e+01,5.000000000000000000e+01,3.675000000000000000e+01
3.362438540458679199e+02,9.642251728863541871e+01,5.262206053945966744e+01,5.039000000000000057e+01,3.682000000000000028e+01
3.392478816509246826e+02,9.642251728863541871e+01,5.262206053945966744e+01,5.064000000000000057e+01,3.703999999999999915e+01
3.422498140335083008e+02,9.642251728863541871e+01,5.262206053945966744e+01,5.096999999999999886e+01,3.710999999999999943e+01
3.454548997879028320e+02,9.642251728863541871e+01,5.262206053945966744e+01,5.135000000000000142e+01,3.721000000000000085e+01
3.484567816257476807e+02,9.642251728863541871e+01,5.262206053945966744e+01,5.164000000000000057e+01,3.729999999999999716e+01
3.514586596488952637e+02,9.642251728863541871e+01,5.262206053945966744e+01,5.203000000000000114e+01,3.739999999999999858e+01
3.544605529308319092e+02,9.642251728863541871e+01,5.262206053945966744e+01,5.228999999999999915e+01,3.746000000000000085e+01
3.574598486423492432e+02,9.642251728863541871e+01,5.262206053945966744e+01,5.271000000000000085e+01,3.739999999999999858e+01
3.604600460529327393e+02,9.124211378220059565e-01,5.262206053945966744e+01,5.300000000000000000e+01,3.756000000000000227e+01
3.634619317054748535e+02,9.124211378220059565e-01,5.262206053945966744e+01,5.321999999999999886e+01,3.761999999999999744e+01
3.664617023468017578e+02,9.124211378220059565e-01,5.262206053945966744e+01,5.357999999999999829e+01,3.750000000000000000e+01
3.694635727405548096e+02,9.124211378220059565e-01,5.262206053945966744e+01,5.367000000000000171e+01,3.778999999999999915e+01
3.724662277698516846e+02,9.124211378220059565e-01,5.262206053945966744e+01,5.374000000000000199e+01,3.765999999999999659e+01
3.754681098461151123e+02,9.124211378220059565e-01,5.262206053945966744e+01,5.357999999999999829e+01,3.785000000000000142e+01
3.784699902534484863e+02,9.124211378220059565e-01,5.262206053945966744e+01,5.338000000000000256e+01,3.800999999999999801e+01
3.814707136154174805e+02,9.124211378220059565e-01,5.262206053945966744e+01,5.318999999999999773e+01,3.807999999999999829e+01
3.844725890159606934e+02,9.124211378220059565e-01,5.262206053945966744e+01,5.289999999999999858e+01,3.820000000000000284e+01
3.874744813442230225e+02,9.124211378220059565e-01,5.262206053945966744e+01,5.264000000000000057e+01,3.814000000000000057e+01
3.904741799831390381e+02,9.124211378220059565e-01,1.462802651503820606e+01,5.228999999999999915e+01,3.868999999999999773e+01
3.934763994216918945e+02,9.124211378220059565e-01,1.462802651503820606e+01,5.184000000000000341e+01,3.832999999999999829e+01
3.964774532318115234e+02,9.124211378220059565e-01,1.462802651503820606e+01,5.147999999999999687e+01,3.839999999999999858e+01
3.994793395996093750e+02,9.124211378220059565e-01,1.462802651503820606e+01,5.113000000000000256e+01,3.842999999999999972e+01
4.024812808036804199e+02,9.124211378220059565e-01,1.462802651503820606e+01,5.067999999999999972e+01,3.861999999999999744e+01
4.054830818176269531e+02,9.124211378220059565e-01,1.462802651503820606e+01,5.025999999999999801e+01,3.859000000000000341e+01
4.084849677085876465e+02,9.124211378220059565e-01,1.462802651503820606e+01,4.984000000000000341e+01,3.865999999999999659e+01
4.114865477085113525e+02,9.124211378220059565e-01,1.462802651503820606e+01,4.947999999999999687e+01,3.859000000000000341e+01
4.144887154102325439e+02,9.124211378220059565e-01,1.462802651503820606e+01,4.906000000000000227e+01,3.846000000000000085e+01
4.174905776977539062e+02,9.124211378220059565e-01,1.462802651503820606e+01,4.857999999999999829e+01,3.842999999999999972e+01
4.204900887012481689e+02,9.613049687909102659e+01,1.462802651503820606e+01,4.825999999999999801e+01,3.861999999999999744e+01
4.234919650554656982e+02,9.613049687909102659e+01,1.462802651503820606e+01,4.781000000000000227e+01,3.827000000000000313e+01
4.264911122322082520e+02,9.613049687909102659e+01,1.462802651503820606e+01,4.749000000000000199e+01,3.820000000000000284e+01
4.294929928779602051e+02,9.613049687909102659e+01,1.462802651503820606e+01,4.739000000000000057e+01,3.803999999999999915e+01
4.324942388534545898e+02,9.613049687909102659e+01,1.462802651503820606e+01,4.728999999999999915e+01,3.814000000000000057e+01
4.354961276054382324e+02,9.613049687909102659e+01,1.462802651503820606e+01,4.732000000000000028e+01,3.807999999999999829e+01
4.384980340003967285e+02,9.613049687909102659e+01,1.462802651503820606e+01,4.754999999999999716e+01,3.785000000000000142e+01
4.414999518394470215e+02,9.613049687909102659e+01,1.462802651503820606e+01,4.778000000000000114e+01,3.765999999999999659e+01
4.445017659664154053e+02,9.613049687909102659e+01,1.462802651503820606e+01,4.800000000000000000e+01,3.775000000000000000e+01
4.475036528110504150e+02,9.613049687909102659e+01,1.462802651503820606e+01,4.822999999999999687e+01,3.771999999999999886e+01
4.505065977573394775e+02,9.613049687909102659e+01,1.046386917481121337e+01,4.874000000000000199e+01,3.736999999999999744e+01
4.535084841251373291e+02,9.613049687909102659e+01,0.000000000000000000e+00,4.913000000000000256e+01,3.729999999999999716e+01
4.565082156658172607e+02,9.613049687909102659e+01,0.000000000000000000e+00,4.945000000000000284e+01,3.721000000000000085e+01
4.595101716518402100e+02,9.613049687909102659e+01,0.000000000000000000e+00,4.992999999999999972e+01,3.703999999999999915e+01
4.625102968215942383e+02,9.613049687909102659e+01,0.000000000000000000e+00,5.035000000000000142e+01,3.678999999999999915e+01
4.655121815204620361e+02,9.613049687909102659e+01,0.000000000000000000e+00,5.084000000000000341e+01,3.663000000000000256e+01
4.685140531063079834e+02,9.613049687909102659e+01,0.000000000000000000e+00,5.109000000000000341e+01,3.663000000000000256e+01
4.715163400173187256e+02,9.613049687909102659e+01,0.000000000000000000e+00,5.147999999999999687e+01,3.656000000000000227e+01
4.745185997486114502e+02,9.613049687909102659e+01,0.000000000000000000e+00,5.200000000000000000e+01,3.636999999999999744e+01
4.775207552909851074e+02,9.613049687909102659e+01,0.000000000000000000e+00,5.250999999999999801e+01,3.627000000000000313e+01
4.805213203430175781e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.289999999999999858e+01,3.617000000000000171e+01
4.835231797695159912e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.332000000000000028e+01,3.610999999999999943e+01
4.865226078033447266e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.371000000000000085e+01,3.603999999999999915e+01
4.895244858264923096e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.382999999999999829e+01,3.578999999999999915e+01
4.925234274864196777e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.396000000000000085e+01,3.582000000000000028e+01
4.955240402221679688e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.386999999999999744e+01,3.563000000000000256e+01
4.985259265899658203e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.374000000000000199e+01,3.553000000000000114e+01
5.015278000831604004e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.347999999999999687e+01,3.542999999999999972e+01
5.045297155380249023e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.315999999999999659e+01,3.534000000000000341e+01
5.075315444469451904e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.279999999999999716e+01,3.524000000000000199e+01
5.105334267616271973e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.257999999999999829e+01,3.510999999999999943e+01
5.135352888107299805e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.218999999999999773e+01,3.500999999999999801e+01
5.165371944904327393e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.177000000000000313e+01,3.485000000000000142e+01
5.195390551090240479e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.147999999999999687e+01,3.453000000000000114e+01
5.225392820835113525e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.113000000000000256e+01,3.450000000000000000e+01
5.255395038127899170e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.064000000000000057e+01,3.439999999999999858e+01
5.285413801670074463e+02,1.456278559341894763e+00,0.000000000000000000e+00,5.021999999999999886e+01,3.436999999999999744e+01
5.315429580211639404e+02,1.456278559341894763e+00,0.000000000000000000e+00,4.989999999999999858e+01,3.429999999999999716e+01
5.345451192855834961e+02,1.456278559341894763e+00,0.000000000000000000e+00,4.928999999999999915e+01,3.414000000000000057e+01
5.375470046997070312e+02,1.456278559341894763e+00,0.000000000000000000e+00,4.889999999999999858e+01,3.400999999999999801e+01
5.405488724708557129e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.847999999999999687e+01,3.392000000000000171e+01
5.435507545471191406e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.803000000000000114e+01,3.375999999999999801e+01
5.465526227951049805e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.774000000000000199e+01,3.363000000000000256e+01
5.495545122623443604e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.749000000000000199e+01,3.356000000000000227e+01
5.525542225837707520e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.728999999999999915e+01,3.334000000000000341e+01
5.555544769763946533e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.732000000000000028e+01,3.336999999999999744e+01
5.585563566684722900e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.728999999999999915e+01,3.314000000000000057e+01
5.615575411319732666e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.732000000000000028e+01,3.307999999999999829e+01
5.645594229698181152e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.739000000000000057e+01,3.295000000000000284e+01
5.675612871646881104e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.757999999999999829e+01,3.272999999999999687e+01
5.705631630420684814e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.781000000000000227e+01,3.275999999999999801e+01
5.735650374889373779e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.796999999999999886e+01,3.268999999999999773e+01
5.765679740905761719e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.807000000000000028e+01,3.253000000000000114e+01
5.795709278583526611e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.835999999999999943e+01,3.243999999999999773e+01
5.825685210227966309e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.854999999999999716e+01,3.243999999999999773e+01
5.855682189464569092e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.864999999999999858e+01,3.236999999999999744e+01
5.885710318088531494e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.896999999999999886e+01,3.221000000000000085e+01
5.915690226554870605e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.922999999999999687e+01,3.214999999999999858e+01
5.945712044239044189e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.942000000000000171e+01,3.202000000000000313e+01
5.975711252689361572e+02,7.173670562917374127e+01,0.000000000000000000e+00,4.967999999999999972e+01,3.198000000000000043e+01
6.005727128982543945e+02,8.510003407966448208e+01,5.491999429364333452e+01,4.992999999999999972e+01,3.194999999999999929e+01
